Year,Development_Status,"Population, total","Population, female","Population, male","Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",GDP (current US$),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total population),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),GDP growth (annual %),Urban population growth (annual %),"Fertility rate, total (births per woman)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate)
2014,1,241088020.7647059,118822675.05882353,122265345.70588236,19.71041176470588,6.995294117647059,1245759009979.189,5.734529411764705,53.23023529411765,29.305330076309815,32.40438983207906,2.6458152322151016,2.3366299607855865,2.5095882352941175,31.191073335197483,21.307273504339193,47.50165304237988
2014,2,26761921.666666668,13584164.333333334,13177757.333333334,25.433666666666667,7.894333333333333,35689452589.1917,2.0763333333333334,27.984333333333336,38.00390361061714,48.686193554310414,5.8849236078042635,1.8847067740823016,2.9303333333333335,55.18920101498224,15.89336628937532,28.917432695642464
2015,0,83177725.25,41891415.0,41286310.25,10.6,8.405,4076123987489.5527,5.23275,85.9205,48.30166495061806,44.265975565450034,2.0378924445334112,0.9154056523417486,1.6196875,1.8533690079838665,20.969314461587402,77.17731653042874
2015,1,243471993.47058824,120020678.35294117,123451315.11764705,19.285882352941176,7.003058823529412,1196513512644.882,5.914941176470588,53.64764705882353,27.79821539031578,31.512740733536848,4.04377146202669,2.2300723233448165,2.4675882352941176,30.491287805929726,21.226103211585972,48.282587189926176
2015,2,27037106.666666668,13724137.333333334,13312969.333333334,24.901666666666667,7.752333333333333,34581527125.55607,2.1786666666666665,28.143666666666665,37.19780432821617,49.40292082774244,5.407841670491693,1.9006368678249226,2.8823333333333334,53.546493371676696,16.528884039428576,29.924622588894735
2016,0,83718127.5,42129566.125,41588561.375,10.6375,8.399125,4175193599987.6133,4.97375,86.02137499999999,45.96409606167822,42.09352554164113,2.156165631631837,0.996284982459759,1.6228125,1.838739983540341,20.557142237415512,77.60412163599625
2016,1,245837084.47058824,121212679.1764706,124624405.29411764,18.816176470588236,6.999529411764706,1218638533311.6985,6.0649411764705885,54.06729411764706,26.13104196985477,29.248249663563016,4.029872311536995,2.166107098759873,2.411764705882353,29.793283573078963,21.255592109124255,48.9511213358596
2016,2,27316264.333333332,13865976.333333334,13450288.0,24.455,7.657666666666667,36801195083.190865,2.5533333333333332,28.320000000000004,37.60912871826917,47.34665387962465,4.889643157596395,1.9573272843360299,2.844,51.61905945933113,16.828672129988842,31.552276311702233
2017,0,84165610.625,42335059.875,41830550.75,10.3375,8.52975,4329486968273.0,4.682625,86.126,47.86048181212252,43.48816874185911,2.798539216219816,0.7717110840905711,1.5883125,1.742599185457281,20.474021487709,77.7833805294917
2017,1,248212358.7647059,122409043.47058824,125803315.29411764,18.27464705882353,6.975411764705882,1350446152477.2808,6.0914117647058825,54.4915294117647,27.85205508600378,29.894156064148635,6.0359068196207355,2.1719408212463236,2.359529411764706,29.016180139917424,21.417297615295652,49.56650498202278
2017,2,27593597.333333332,14006870.0,13586727.333333334,23.997666666666664,7.616333333333333,48827788968.7212,2.6136666666666666,28.513,33.17352911236024,39.93458303594155,6.097137100764456,1.9852812065764198,2.8043333333333336,51.42651874062796,16.82225942093834,31.75121915876993
2018,0,84560439.375,42514257.625,42046181.75,10.2,8.60975,4563258755054.13,4.2185,86.234875,49.277865855509255,44.934496111353766,2.141260535966355,0.7795371205922061,1.5649375,1.7391145417643121,20.494053163264127,77.76683768144822
2018,1,250404128.47058824,123515451.47058824,126888677.0,17.851411764705883,6.992235294117647,1458577955241.64,5.932764705882353,54.91952941176471,29.50586112129673,31.44987130056915,4.782787563970591,2.1245672454356295,2.3095882352941177,28.22498915333308,21.623002550870343,50.15200890320776
2018,2,27860407.0,14142677.666666666,13717729.333333334,23.582666666666665,7.489333333333334,45054159358.82456,2.5633333333333335,28.725333333333335,39.36246245743367,45.28143532818685,6.684984253419198,1.9908360805017968,2.769,50.447607781057464,17.405360650470133,32.1470301829391
2019,0,84920444.25,42676062.5,42244381.75,9.975,8.599625,4665667901701.278,3.9703749999999998,86.348125,49.379609873707274,44.69472408602089,1.4913076631767193,0.8278423007400147,1.525375,1.7065704566899427,20.1237130559558,78.16972024439684
2019,1,252447842.29411766,124550653.88235295,127897188.41176471,17.40135294117647,6.998529411764706,1505804398318.1204,5.681294117647059,55.35058823529412,28.71254771255218,30.37876314790028,3.188222224581434,2.0602314515041558,2.2569411764705882,27.427022409204497,21.90260287886555,50.670374501775015
2019,2,28131128.333333332,14280418.333333334,13850710.0,23.153666666666666,7.560666666666666,45822624159.2859,2.633,28.95566666666667,39.81768042097811,44.34112211005415,2.7278712655019532,2.06257011975045,2.7336666666666667,50.67422513334776,17.436556926469468,31.889224173536633
2020,0,85403141.875,42911181.375,42491960.5,9.625,9.04625,4591978901798.024,5.633375,86.465125,48.06668944011905,42.94895396546426,-3.938741687772133,0.5663966035805421,1.4790625,1.7134548070139715,20.168742154140777,78.11780812015526
2020,1,254294219.11764705,125498916.23529412,128795302.88235295,16.99235294117647,7.571941176470589,1471579062107.3875,6.678,55.784705882352945,25.016566237279303,28.25461143439186,-4.626565115538392,1.9603345532764915,2.211235294117647,27.529880846295836,21.74256286488439,50.727556090814225
2020,2,28422961.333333332,14428820.0,13994141.333333334,22.740333333333336,7.726333333333334,46897374663.11944,3.423,29.205,39.55562593346257,43.898550505283445,-6.807006586908524,2.2169571576125064,2.6999999999999997,47.36964054279503,18.66449540663847,33.9658577762256
